Issue Number,Title,State,Created At,Updated At,Assignee,Labels
6163,improve handling blank tick labels,closed,2022-04-01T16:23:47Z,2022-04-21T17:45:16Z,,bug
6161,Plotly waterfall with offset base: hovertext activated on hover at wrong position,open,2022-03-30T14:35:11Z,2024-08-09T16:21:50Z,,"bug, P3"
6156,Plotly.relayout call stops the _fullLayout of the DOM object to track subsequent layout changes triggered by mouse interaction,open,2022-03-24T15:45:23Z,2024-08-09T16:21:24Z,,"bug, P2"
6155,Legend text overlapping Labels of Y axis when legends set tot left of Chart,open,2022-03-24T13:26:32Z,2024-08-09T16:21:12Z,,"bug, P3"
6151,fix clearing carpet.gridwidth,closed,2022-03-18T22:13:06Z,2022-03-22T20:13:37Z,,bug
6147,disable polar rotation drag when dragmode = false,closed,2022-03-18T05:23:04Z,2022-05-09T21:25:05Z,,"bug, community"
6146,Replace calls to deprecated String.substr(),closed,2022-03-18T02:31:34Z,2024-07-10T17:43:09Z,gvwilson,bug
6141,Regenerate functions for regl-based traces in the strict bundle,closed,2022-03-15T16:42:10Z,2022-03-15T16:44:32Z,,bug
6140,Scattergl in strict-bundle still requires unsafe-eval,closed,2022-03-14T22:45:32Z,2022-03-15T19:26:51Z,,bug
6138,show/hide legend items does not work for stacked area chart,open,2022-03-14T18:17:43Z,2025-03-31T14:11:16Z,,"bug, P3"
6338,Axis Ticks not flushed with Graph Border,open,2022-03-13T17:02:10Z,2024-08-09T16:20:54Z,,"bug, P3"
6133,Fix `mesh3d` generation when `alphahull` is positive,closed,2022-03-07T23:39:21Z,2022-03-08T13:47:00Z,,"bug, regression"
6131,Empty plot for mesh3d with alphahull>0,closed,2022-03-07T15:35:18Z,2022-03-08T13:46:57Z,,"bug, regression"
6128,Trace is invisible on de/activating via legend,open,2022-03-03T13:21:55Z,2024-08-09T16:19:37Z,,"bug, P3"
6820,"Plotly fails when using ""scattergl"" and value greater than 2^24 [Only on M1]",closed,2022-03-02T05:30:04Z,2024-01-02T17:44:59Z,,"bug, sev-2, P2"
6127,Dropdown buttons not “clickable” on Mobile for a Plotly Offline export,open,2022-02-25T09:17:29Z,2024-08-09T16:18:59Z,,"bug, P3"
6112,Axis thickness is inconsistent,closed,2022-02-10T16:14:29Z,2024-06-26T18:27:38Z,,bug
6109,Depend on the latest `probe-image-size` module v7.2.3,closed,2022-02-04T19:39:11Z,2022-02-04T19:39:35Z,,bug
6108,Incorrect coordinates on click in scatter plot inside shadow dom,closed,2022-02-04T17:58:34Z,2025-02-17T21:19:16Z,alexcjohnson,"bug, P1"
6094,Fix vertical spacing of legend items in horizontal mode,closed,2022-01-25T14:59:10Z,2022-02-01T16:15:56Z,,bug
6089,Legend groups should size individually when stacked vertically,closed,2022-01-21T17:23:24Z,2022-02-01T16:15:51Z,,bug
6087,scrollZoom = False does not work on mobile devices,open,2022-01-21T15:32:26Z,2024-08-09T16:17:01Z,,"bug, P3"
6082,"Restyle function breaks ""scatter"" traces at  the ""h"" orientation",open,2022-01-17T16:23:44Z,2024-08-09T16:16:51Z,,"bug, P3"
6078,String.substr is deprecated,open,2022-01-13T15:38:09Z,2024-08-09T16:16:44Z,archmoj,"bug, good first issue, P2"
6070,Correct formatted x/y `texttempate` for `histogram` trace,closed,2021-12-20T17:16:55Z,2021-12-20T17:27:25Z,,bug
6069,"Fix x/y `texttemplate` for `histogram`, `bar`, `funnel` and `waterfall` traces",closed,2021-12-20T16:22:41Z,2021-12-20T16:24:03Z,,bug
6068,Missing x/y `texttemplate` for funnel and waterfall,closed,2021-12-20T16:09:06Z,2021-12-20T16:24:00Z,,bug
6067,Wrong text when formatting x/y `texttemplate` on histogram,closed,2021-12-20T16:00:16Z,2021-12-20T17:27:22Z,,bug
6066,Missing x/y `texttemplate` on histogram,closed,2021-12-20T15:56:23Z,2021-12-20T16:24:00Z,,bug
6065,Missing x `texttemplate` for bars when the x array is not provided,closed,2021-12-20T15:36:30Z,2021-12-20T16:24:00Z,,bug
6061,Do not exceed global font size when heatmap textfont is set to auto,closed,2021-12-15T22:22:31Z,2021-12-15T23:30:39Z,,bug
6051,Discard negative values from pie chart post-aggregation instead of during summation,closed,2021-12-07T18:34:28Z,2021-12-09T19:25:27Z,,"bug, community"
6047,"Purging and removing element while hovering causes ""undefined is not an object""",open,2021-11-30T19:54:09Z,2024-08-09T16:16:22Z,,"bug, P3"
6046,fix uirevision autorange bug,closed,2021-11-29T16:05:49Z,2021-12-02T14:13:30Z,,bug
6043,Avoid bar with text to jump when selected,closed,2021-11-25T21:55:13Z,2021-11-26T18:39:33Z,,bug
6041,Selecting bars with text impacts bar positions,closed,2021-11-24T19:21:15Z,2021-11-26T18:39:31Z,,bug
6039,Fix mapbox getView scale for Retina display,closed,2021-11-23T23:13:14Z,2021-12-03T02:11:37Z,,bug
6037,Scattergl doesn't fill to zero y (`tozeroy`) properly,open,2021-11-23T06:14:16Z,2024-08-09T16:15:58Z,,"bug, P3"
6036,Bump probe-image-size v7.2.2,closed,2021-11-22T19:25:01Z,2021-12-01T19:09:44Z,,bug
6032,Visual artefacts on filled area plot + wrong axis on stackgroup,open,2021-11-20T17:40:17Z,2024-08-09T16:15:52Z,,"bug, P3"
6031,bug with selectedpoints when using multiple histogram,open,2021-11-19T10:32:23Z,2024-08-09T16:15:31Z,,"bug, P3"
6021,Fixed hover events in Shadow DOM,closed,2021-11-11T19:58:33Z,2021-11-12T18:58:58Z,,"bug, community"
6015,maxdepth missing from exported member of plotly typescript,open,2021-11-10T17:52:39Z,2024-08-09T16:14:35Z,,"bug, P2"
6014,Webpack v5 compatibility issue (with workaround),open,2021-11-09T12:30:35Z,2024-08-09T16:14:28Z,archmoj,"bug, P2, infrastructure"
6013,X and Y axis values repeat when the data is constant,open,2021-11-08T08:07:48Z,2024-08-09T16:13:56Z,,"bug, P2"
6011,pin down to-px at 1.0.1,closed,2021-11-05T15:12:19Z,2021-11-05T15:21:59Z,,"bug, regression"
6010,Unable to load plotly.js v2.6.0 in `Orca`,closed,2021-11-05T14:26:39Z,2021-11-05T15:21:56Z,,"bug, regression"
6008,Ignore stackgl node_modules folder when using `npm pack`,closed,2021-11-03T18:19:14Z,2021-11-03T18:42:02Z,,"bug, regression"
6007,v2.6.0 pack size increased to over 100MB,closed,2021-11-03T17:52:18Z,2021-11-03T18:41:59Z,,"bug, regression"
6004,Fix npm ci for npm 6 users,closed,2021-10-27T17:34:16Z,2021-11-05T15:10:06Z,,"bug, regression"
6002,Fix horizontal alignment of colorbar in editable mode when xanchor is set to center,closed,2021-10-26T14:57:30Z,2021-10-26T15:16:58Z,,bug
6001,problem editing position of colorbar when xanchor is set to center,closed,2021-10-26T14:51:30Z,2021-10-29T17:26:53Z,,bug
5997,horizontal legend undesirable positioning,closed,2021-10-21T22:16:45Z,2024-06-26T18:19:30Z,,bug
5996,Do not wrap (enter to first column) legend items if already on the first column,closed,2021-10-21T21:00:42Z,2021-10-22T14:21:28Z,,bug
5995,legend horizontal wrapping should not try to wrap long items if they are already in the first column,closed,2021-10-21T20:30:04Z,2021-10-29T17:27:50Z,,bug
5993,Temporary fix to help improve rendering of graphs with Mathjax on Firefox v82 and higher,closed,2021-10-20T15:57:39Z,2021-10-26T19:41:46Z,,bug
5992,Adjust imaginary tickvals default to fix react,closed,2021-10-19T17:43:42Z,2021-10-29T20:26:46Z,,bug
5985,"Interpolate contours in linear space, not data space",closed,2021-10-17T19:41:04Z,2021-10-19T18:49:36Z,,"bug, community"
5984,Time is not displayed in hover text at midnight (00:00:00),open,2021-10-15T19:09:17Z,2024-08-09T16:13:47Z,,"bug, P3"
5976,Revise `convertToTspans`,closed,2021-10-09T02:49:28Z,2021-10-18T17:20:51Z,,bug
5965,Hovertemplate not using single text value for all data points,open,2021-10-02T08:08:07Z,2024-08-09T17:08:46Z,,"bug, P3"
5964,Display prefix and suffix of invisible polar axes in hover,closed,2021-10-01T16:31:07Z,2021-10-01T19:23:20Z,,bug
5962,hover missing prefix and suffix on polar subpolts when the axis is not visible,closed,2021-10-01T15:41:57Z,2021-10-01T19:23:18Z,,bug
5958,Fix scatter3d opacity restyle bug,closed,2021-09-30T00:36:21Z,2021-10-04T19:17:51Z,,"bug, community"
5954,Fix unhover event data for gl3d subplots,closed,2021-09-29T00:40:41Z,2021-10-12T18:45:40Z,,"bug, community"
5952,"A trace without data is displayed when a ""stacking"" defined",open,2021-09-28T18:10:37Z,2024-08-09T17:08:38Z,,"bug, P3"
5945,Scattergl tooltip order inverted when using scattergl on overlapping traces ,open,2021-09-22T15:59:11Z,2024-08-09T17:08:20Z,,"bug, P3"
5944,transition animation does not work in combination with modeBarButtons config enabled,open,2021-09-22T10:02:19Z,2024-08-09T17:08:05Z,,"bug, P3"
5931,Range slider updating: plots inside range slider are not updated,open,2021-09-10T13:49:38Z,2024-08-09T17:06:53Z,,"bug, P3"
5927,Scattergl plot is sometimes slow to interact with even with moderate number of points,open,2021-09-07T14:24:41Z,2024-11-22T13:28:01Z,,"bug, P3, performance"
5923,Further reduce the number of `noCI` tests by installing the required fonts and adjust the tests,closed,2021-09-03T20:01:50Z,2024-06-26T18:08:36Z,,bug
5922,Use npm v7 and node.js 16 in development and testing,closed,2021-09-03T19:05:18Z,2021-09-03T20:12:23Z,,bug
5918,connectgaps: false not working with fill: 'tozeroy',open,2021-09-01T16:47:46Z,2024-08-09T17:06:41Z,,"bug, P3"
5916,Adjust position of hover in respect to CSS transform,closed,2021-08-31T22:48:08Z,2021-09-02T21:02:54Z,,bug
5913,Handle case of div with zero dimension when positioning unified hover box,closed,2021-08-30T18:31:34Z,2021-08-31T16:48:47Z,,"bug, regression"
5911,"Clicking on legend group titles should always toggle the group, even when groupclick=item",open,2021-08-27T20:36:45Z,2024-08-09T17:06:34Z,,"bug, P3"
5910,double-clicking on items when groupclick='item' should behave as if the item was not in a group,open,2021-08-27T20:36:08Z,2024-08-09T17:06:29Z,,"bug, P3"
5909,Fix double click legends when groupclick is set to toggleitem,closed,2021-08-27T19:28:09Z,2021-08-27T20:35:04Z,,bug
5908,"double-click items hides all when `groupclick`: ""toggleitem""",closed,2021-08-27T19:22:29Z,2021-08-27T20:34:51Z,,bug
5899,Contour plot interpolation method always treats data as linear,closed,2021-08-20T15:32:59Z,2021-10-19T18:49:46Z,,bug
5896,Axis labels (sprites) breaking into the chart,open,2021-08-19T18:57:12Z,2024-08-09T17:06:15Z,,"bug, P3"
5895,Use `hoverlabel.font` for group titles in unified hover modes,closed,2021-08-17T21:49:30Z,2021-08-25T14:26:34Z,,bug
5879,Fix cartesian hover toggle,closed,2021-08-05T16:48:13Z,2024-07-13T19:48:40Z,gvwilson,"bug, community"
6792,Scattergl freezes when y values have lots of zeros,open,2021-08-05T15:42:17Z,2024-08-12T15:52:51Z,,"bug, sev-2, P2, performance"
5878,removed invalid .then call using lib.promiseError which does not exis…,closed,2021-08-05T12:30:13Z,2021-08-05T14:08:13Z,,"bug, community"
5871,Chart overflows when URL changes,open,2021-08-02T09:02:28Z,2024-08-09T17:05:18Z,,"bug, P3"
5868,Propose fixing eslint module to catch calls to Function.apply,closed,2021-07-30T17:18:52Z,2021-07-30T18:38:59Z,,bug
5865,Excluding regl based traces from the strict bundle,closed,2021-07-30T01:04:32Z,2021-07-30T12:01:58Z,,bug
5864,Fix period positioned hover to work in different time zones as well as on grouped bars,closed,2021-07-28T21:44:55Z,2021-07-29T20:07:48Z,,bug
5861,timezone dependent bugs,open,2021-07-28T15:39:33Z,2024-08-09T17:05:12Z,,"bug, P3"
5854,"Skip `""hoverinfo"": ""none""` trace display for hover modes",closed,2021-07-26T15:08:46Z,2021-10-07T12:57:50Z,,"bug, community"
5853," `mirror: ""all""`: spurious ticks",open,2021-07-26T03:26:55Z,2024-08-09T17:04:55Z,,"bug, P3"
5852,Use ids from axes instead of [object Object] in hover data key,closed,2021-07-24T17:58:40Z,2021-07-29T20:15:30Z,,bug
5851,Fillcolor not showing up after clicking on legends from bottom to top,open,2021-07-22T21:14:16Z,2024-08-09T17:03:14Z,,"bug, P3"
5848,wrong range in hover info for basic histogram,open,2021-07-21T17:10:41Z,2024-08-09T17:03:01Z,,"bug, P3"
5846,Fix hover with period alignment points and improve positioning of spikes and unified hover label,closed,2021-07-21T14:48:29Z,2021-07-23T16:15:11Z,,bug
5845,Position hover in respect to the average of values in (x|y) unified modes,closed,2021-07-20T20:42:12Z,2021-07-20T21:04:14Z,,"bug, regression"
5844,"Vertical position of ""x unified"" hover does not match the average values",closed,2021-07-20T20:27:54Z,2021-07-20T21:04:10Z,,"bug, regression"
5841,Bars and unified hover location with half-years periods,closed,2021-07-20T15:03:05Z,2021-07-29T20:07:45Z,,bug
5838,Fix unknown filename when exporting charts using new versions of Safari,closed,2021-07-19T21:01:07Z,2021-07-20T12:08:12Z,,"bug, community"
5836, Fix scatter and scattergl hover on axes with period and adjust the unified hover position in respect to mean,closed,2021-07-19T18:42:55Z,2021-07-20T20:24:13Z,,bug
5834,Failure in creating basic bundle without unexpected characters on CircleCI,closed,2021-07-19T14:11:58Z,2021-07-19T14:17:02Z,,bug
5828,TailwindCSS breaks Plotly modebar layout,open,2021-07-16T07:24:43Z,2024-08-09T17:02:45Z,,"bug, P3"
5823,Pie items in legend groups show up as black squares when hidden,open,2021-07-13T14:45:05Z,2024-08-09T17:02:37Z,,"bug, P3"
5822,hover misplaced with period positioning,closed,2021-07-13T14:11:10Z,2021-07-26T18:29:37Z,,bug
5818,Adjust links to time format options so that they point to the d3-time-format v2.2.3 applied not the latest,closed,2021-07-12T04:20:19Z,2021-07-12T11:42:12Z,,bug
5805,legendgrouptitle and traceorder=normal,open,2021-07-07T13:06:13Z,2024-08-09T17:02:30Z,,"bug, P3"
5804,fix mapbox_geojson-attributes mock & baseline,closed,2021-07-06T22:18:29Z,2021-07-06T22:20:10Z,,bug
5803,Fix to improve sanitizing href inputs for SVG and HTML text elements,closed,2021-07-06T17:50:59Z,2021-07-06T20:54:05Z,,bug
5802,Pie Chart Misalignment Issue when resizing the browser window ,open,2021-07-06T15:02:01Z,2024-08-09T17:01:56Z,,"bug, P3"
5793,Wind rose malfunctioning,open,2021-07-01T09:44:19Z,2024-08-09T17:01:46Z,LiamConnors,"bug, P3"
5790,Performance Issues with large data sets since 2.x.x,open,2021-06-30T15:33:13Z,2024-08-12T15:52:49Z,,"bug, P3, performance"
5787,Investigate fixing scroll zoom handler after switching to more recent d3-geo,closed,2021-06-29T20:20:20Z,2024-06-25T13:40:08Z,,bug
5783,Rangebreaks overlap issue,open,2021-06-29T15:28:12Z,2024-08-09T17:01:01Z,,"bug, sev-2, P3"
5777,Range slider does not render traces defined as scattergl type,open,2021-06-28T12:28:45Z,2024-08-09T17:00:52Z,,"bug, P3"
5771,Allow clickable legend group titles when group has no pie-like traces,closed,2021-06-25T20:23:19Z,2021-07-17T20:54:04Z,,bug
5770,Investigate why we are unable to generate two mapbox baselines using Kaleido,closed,2021-06-25T19:49:48Z,2024-07-08T17:33:49Z,gvwilson,bug
5767,Shapes are misplaced when using numbers as categoryarray values,open,2021-06-25T14:10:59Z,2024-08-09T17:00:46Z,,"bug, P3"
5765,Clickable legend group title,closed,2021-06-25T00:04:14Z,2023-06-02T10:38:32Z,,bug
5763,Fix fetching geojson when ES6 import is used to load the library,closed,2021-06-23T17:11:10Z,2021-06-24T17:47:29Z,,bug
5753,Error fetching geojson when ES6 import is used,closed,2021-06-21T22:41:59Z,2021-06-24T17:47:25Z,,bug
5750,Autorange on Y broken with facets and range on X,closed,2021-06-19T11:03:33Z,2024-06-25T13:38:58Z,,bug
5733,"Implement fgopacity, fgcolor & ""overlay"" fillmode for bars, fix bar legend and pattern with marker colorscale",closed,2021-06-16T23:06:41Z,2021-06-18T16:34:06Z,,"bug, feature"
5732,Set the maximum width of categorical bars & boxes to category unit - case of categoryarray,closed,2021-06-15T22:10:18Z,2021-06-17T16:38:07Z,,bug
5731,bar widths and categoryarray,closed,2021-06-15T13:11:16Z,2021-06-17T16:38:04Z,,bug
5721,x-unified hover tooltips overflow,closed,2021-06-08T14:46:20Z,2021-07-23T17:53:15Z,,bug
5712,"Separate command line script for making custom bundles and rename it to ""custom-bundle""",closed,2021-06-04T19:04:23Z,2021-06-04T20:48:33Z,,"bug, feature"
5708,Fix native ES6 import,closed,2021-06-03T19:25:04Z,2021-06-03T22:10:31Z,,bug
5707,Plotly Waterfall values are being cut off by xaxis,open,2021-06-03T12:56:20Z,2024-08-09T17:00:10Z,,"bug, P3"
5698,3D surface plotly_relayout does not trigger with touch drag.  Scroll zoom reports older camera vector.,open,2021-06-01T07:25:03Z,2024-08-09T16:59:39Z,,"bug, P3"
5696,"Revise attributions of Carto, Stamen and Open Street Map styles",closed,2021-05-31T19:14:00Z,2021-06-02T13:25:12Z,,bug
5686,Fixup misinterpreted clip-path by some programs after export,closed,2021-05-26T15:47:34Z,2021-05-26T17:14:33Z,,bug
5685,clip-path misinterpreted by some programs after export,closed,2021-05-26T15:28:50Z,2021-05-26T17:14:29Z,,bug
5684,Fixup hidden mathjax ticklabel,closed,2021-05-26T00:48:15Z,2021-05-26T00:48:48Z,,"bug, regression"
5683,Pick closest points to the winning point in compare mode and position unified hover box in front of winning point,closed,2021-05-25T16:59:51Z,2021-05-28T02:59:31Z,,bug
5681,Incorrect hover invariant in period mode,closed,2021-05-25T13:56:50Z,2021-05-28T02:59:26Z,,bug
5680,Unified hover box location problem,closed,2021-05-25T13:55:19Z,2021-05-28T02:59:26Z,,bug
5676,Provide latLon hover labels on scattermapbox and densitymapbox,closed,2021-05-21T16:05:46Z,2021-05-21T18:57:47Z,,bug
5675,OpennStreetMap credit,closed,2021-05-21T12:25:03Z,2021-06-02T13:25:07Z,,bug
5674,why Plotly.react() is as slow as Plotly.newPlot()? updating single trace of many,open,2021-05-21T09:26:17Z,2024-08-12T15:52:48Z,,"bug, P3, performance"
5673,Fixup parcoords constraintrange valType and validate parcoords mocks,closed,2021-05-20T23:33:53Z,2021-07-17T20:37:13Z,,bug
5669,Unable to validate contourcarpet,open,2021-05-19T22:56:28Z,2024-08-09T16:58:21Z,,"bug, P3"
5668,Fixup hover filters,closed,2021-05-19T21:43:01Z,2021-05-24T18:31:10Z,,bug
5666,Fix bar get color,closed,2021-05-18T22:44:00Z,2021-05-19T01:50:53Z,,bug
5662,Fixup and simplify bar hover min and max positions with period,closed,2021-05-17T22:43:12Z,2021-05-18T15:35:48Z,,bug
5656,hover edge cases on period positioned points,closed,2021-05-13T13:53:49Z,2021-05-28T03:16:37Z,,bug
5655,visible: 'legendonly' removes plot from hover event data,open,2021-05-12T07:06:42Z,2024-08-09T16:58:11Z,,"bug, P3"
5643,x-unified hover skips a level for data with different lengths,closed,2021-05-07T23:13:06Z,2021-06-08T15:22:36Z,,bug
5622,Fixup texttemplate on log axes,closed,2021-05-04T16:42:31Z,2021-05-05T18:50:20Z,,bug
5618,Fixup hover on period positioned points,closed,2021-04-29T21:06:03Z,2021-05-13T14:26:52Z,,bug
5616,Pie chart leader lines are not cleaned up when layout height changes in call to Plotly.react,open,2021-04-29T12:42:10Z,2024-08-09T16:57:40Z,,"bug, P3"
5614,Plotly.react legend label color does not ...react... to label color changes,open,2021-04-28T09:21:55Z,2024-08-09T16:57:34Z,,"bug, P3"
5611,New defaults for colorbar.title.font and legend.title.font to depend on colorbar.tickfont and legend.font and increase their sizes,closed,2021-04-26T20:54:45Z,2021-05-05T17:06:47Z,,bug
5610,Take into account inside labels of the counter axis during autorange relayout,closed,2021-04-26T19:07:05Z,2021-04-27T14:05:15Z,,bug
5609,Fix Safari Download,closed,2021-04-26T18:14:49Z,2021-07-19T20:58:33Z,,"bug, community"
5607,Fix geo plot hover interaction for Firefox,closed,2021-04-23T09:20:27Z,2021-06-03T15:07:07Z,,"bug, community"
5605,Fix the list of traces for publishing packages to npm,closed,2021-04-22T16:14:50Z,2021-05-04T16:02:00Z,,bug
5601,padding problem relayouting autorange when counter axis has inside ticklabels,closed,2021-04-21T17:59:42Z,2021-05-05T19:46:23Z,,bug
5597,do not depend on recursive remove directory for node.js < v12.10,closed,2021-04-20T22:33:32Z,2021-04-21T17:39:08Z,,bug
5595,Legend title in horizontal mode is misaligned and ambiguously sized,closed,2021-04-20T15:18:33Z,2021-05-05T17:06:43Z,,bug
5589,Take into account inside labels of overlaid axes in when hiding labels on the counter axis,closed,2021-04-14T16:21:47Z,2021-04-21T17:21:36Z,,bug
5586,Take into account inside labels of overlaid axes in autorange padding,closed,2021-04-09T22:05:14Z,2021-04-10T14:10:00Z,,bug
5585,Invalid text on the logarithmic axis,closed,2021-04-09T14:21:45Z,2021-05-05T18:50:16Z,,bug
5584,Implement ticklabeloverflow to improve control over display of tick labels,closed,2021-04-08T20:15:08Z,2021-04-14T14:08:48Z,,"bug, feature"
5583,Should set opacity to 1 to be visible,closed,2021-04-08T14:32:00Z,2021-04-08T14:58:50Z,,bug
5582,Hide period label intersecting inside tick labels of the counter axis,closed,2021-04-07T19:44:55Z,2021-04-10T14:10:49Z,,bug
5572,"hovermode=""x"" is unreliable with multiple traces",closed,2021-03-29T20:59:11Z,2021-05-24T18:31:06Z,,bug
5568,Sunburst leaf opacity does not apply to black text ,open,2021-03-25T20:32:37Z,2024-08-09T16:56:11Z,,"bug, P3"
5560,Scatter3D does not remember its visual state in certain conditions,open,2021-03-21T09:42:32Z,2024-08-09T16:56:03Z,,"bug, P3"
5558,Bars disappear when other traces have `cliponaxis: false`,open,2021-03-19T18:04:41Z,2024-08-09T16:55:43Z,,"bug, P3"
5556,Cannot edit plot title or axes on Safari browsers,open,2021-03-17T17:37:11Z,2024-08-09T16:55:38Z,,"bug, P3"
5554,Hover rules for non-period-positioned bars,closed,2021-03-16T17:10:52Z,2021-05-25T14:41:25Z,,bug
5553,Hover rules for period-positioned traces,closed,2021-03-16T17:08:35Z,2021-05-13T14:26:48Z,,bug
5551,scrollZoom no longer works for me in Chrome (Example on Plotly also broken),closed,2021-03-16T10:33:08Z,2024-06-24T13:57:32Z,,bug
5550,Hide gridlines and ticks overlapping inside ticklabels,closed,2021-03-15T20:57:47Z,2021-04-08T14:32:36Z,,bug
5547,Broken text transitions for sunburst/treemap charts,open,2021-03-12T19:33:33Z,2024-08-09T16:55:31Z,,"bug, P3"
5543,Fix hover filter to display close period points,closed,2021-03-10T20:56:35Z,2021-04-10T14:11:28Z,,bug
5542,Fixup bar spike distance,closed,2021-03-10T15:17:06Z,2021-03-16T13:18:22Z,,bug
5541,Inconsistent “dtick” when using ‘auto’ tickmode,closed,2021-03-10T11:03:02Z,2024-06-24T13:56:28Z,,bug
5537,Remove pattern from funnel attributes and add tests for histogram and barpolar,closed,2021-03-08T21:10:29Z,2021-04-21T14:58:47Z,,bug
5534,scattergl: make selection's eventData the same as in scatter traces,closed,2021-03-04T22:11:23Z,2021-03-08T14:26:54Z,,bug
5533,scattergl traces return selection's eventData that differs from scatter,closed,2021-03-04T22:10:53Z,2021-03-08T14:26:46Z,antoinerg,bug
5531,Fixup sankey text and shadow,closed,2021-03-04T15:36:46Z,2021-03-05T00:04:40Z,,"bug, feature"
5529,hovertemplate array with empty string produces console error,open,2021-03-01T19:33:10Z,2024-08-09T16:54:41Z,,"bug, P3"
5526,Yaxis values remain in rangeslider after plotly.react call is made to modify the data of a chart,closed,2021-02-25T18:04:23Z,2024-06-24T13:55:03Z,,bug
5525,Interactions with choropleth plot inside elements with `transform: translate` don't work in Firefox,closed,2021-02-25T16:43:42Z,2024-06-25T13:37:16Z,,bug
5523,Hover text not working with table,open,2021-02-23T18:35:26Z,2024-12-17T13:23:47Z,,"bug, P3"
5518,getting error as rgba is not a function,open,2021-02-22T21:03:53Z,2024-08-09T16:54:14Z,,"bug, regression, P3"
5516,hoverinfo=none with hovermode=x unified,closed,2021-02-22T15:51:07Z,2021-10-07T12:57:24Z,,bug
5515,Range Selector buttons causes view to go out of bounds,open,2021-02-21T12:46:28Z,2024-08-09T16:54:04Z,,"bug, P3"
5506,Parcoords: Use paper background color for text shadow for better dark mode,closed,2021-02-15T21:19:29Z,2021-03-02T20:57:53Z,,bug
5505,Error when changing mapbox style with layers using Plotly.react(),open,2021-02-15T20:05:01Z,2024-08-10T17:42:42Z,,"bug, P3"
5502,Gridlines which would intersect inside tick labels should not be drawn,closed,2021-02-13T15:43:47Z,2021-05-05T19:46:15Z,,bug
5499,fixup throwing error in requirejs test,closed,2021-02-12T17:58:01Z,2021-02-12T18:27:34Z,,bug
5497,plotGlPixelRatio has no effect on scattergl,closed,2021-02-12T15:53:36Z,2021-07-12T12:39:06Z,,bug
5489,Correct arguments passed to circleci tests,closed,2021-02-10T23:53:37Z,2021-02-10T23:54:19Z,,bug
5485,Switch to latLon hoverlabel,closed,2021-02-09T20:39:00Z,2021-02-10T02:44:59Z,,bug
5482,Label flaky tests and add early returns in setTimeout functions to bypass undefined fullLayouts,closed,2021-02-09T03:28:00Z,2021-02-09T19:56:25Z,,bug
5481,Individual negative values discarded in pie chart,closed,2021-02-08T23:33:10Z,2021-12-09T19:25:27Z,,bug
5477,"plotly_click handler return value is ignored, no way to cancel event processing from custom handler",open,2021-02-08T14:40:22Z,2024-08-09T16:53:13Z,,"bug, P3"
5476,heatmapgl with axis constraints,closed,2021-02-06T03:04:34Z,2021-02-08T20:03:56Z,,"bug, regression"
5474,'heatmapgl' with xaxis: { scaleanchor: 'y' } regression in 1.58.0,closed,2021-02-05T19:20:39Z,2021-02-08T20:03:53Z,alexcjohnson,"bug, regression"
5473,rangebreaks hide wrong days,closed,2021-02-05T15:42:46Z,2021-02-05T16:33:49Z,,bug
5471,Split syntax task and run no-es6-dist on true publish files,closed,2021-02-04T22:19:44Z,2021-02-04T23:54:09Z,,bug
5467,post publish using tag from the package version,closed,2021-02-03T16:58:30Z,2021-02-03T22:43:56Z,,bug
5466,Disallow inline config when running syntax test on bundles,closed,2021-02-03T16:34:52Z,2021-02-03T22:11:52Z,,bug
5459,hover is not displayed in the case of overflow,open,2021-02-02T22:10:54Z,2024-08-09T16:52:49Z,,"bug, P3"
5457,"Closure Compiler fails with duplicate member ""cool"" error",closed,2021-02-02T14:43:25Z,2021-02-02T20:38:12Z,,bug
5448,Double clicks not recognized through the trackpad,open,2021-01-27T22:57:57Z,2024-08-09T16:52:43Z,,"bug, P3"
5437,Unhover does not fire when drag triggers unhover,closed,2021-01-22T20:01:24Z,2021-01-26T02:17:26Z,,bug
5434,Focusing an annotation while editing another annotation places the editable text elsewhere,open,2021-01-22T15:49:15Z,2024-08-09T16:52:15Z,,"bug, P2"
5430,Fixes indicator traces with a threshold equal to 0,closed,2021-01-21T21:04:39Z,2021-01-22T04:50:10Z,,bug
5428,[bug] cannot show gauge threshold when value is 0,closed,2021-01-21T02:28:27Z,2021-01-21T21:44:02Z,antoinerg,bug
5426,Improve compress_attributes browserify transform and fixup unexpected characters in bundles,closed,2021-01-20T04:34:17Z,2021-01-21T12:59:00Z,,bug
5422,Include calendars in all bundles,closed,2021-01-19T19:26:00Z,2021-01-20T02:42:20Z,,bug
5407,Fire unhover when dragging plot,closed,2021-01-14T17:55:12Z,2021-01-26T02:17:26Z,,bug
5406,Fixup strict d3 require in devtools,closed,2021-01-14T17:08:31Z,2021-01-14T17:16:35Z,,bug
5404,clipped axis labels,closed,2021-01-14T15:02:16Z,2021-05-05T19:46:29Z,,"bug, feature"
5402,inside ticks with dual y-axes,closed,2021-01-14T13:59:20Z,2021-05-05T19:46:38Z,,bug
5396,demo code is not responsive,open,2021-01-12T10:36:57Z,2024-08-09T16:52:06Z,,"bug, P3"
5388,Use probe-image-size module to read width and height of images,closed,2021-01-08T01:06:13Z,2021-01-08T13:58:49Z,,bug
